句子索引,行号,原始文本
1761,3514,"在这种情况下，如果学生最初本无内在
的动机，而作文又是麻烦的甚至是苦恼的事，那么他们害怕作文以至
厌恶作文，就是自然的不足怪的事。"
1762,3514,"因此，从作文教学的观点来说，
是不必把学生好恶作文作为问题来看待，而要把动机的有无、 动机的
性质以及引起动机的方法作为问题来研究。"
1763,3521,"由于学校里的作文特别是命题作文，是一种强制性的作业，学生
最初多半只靠外在的动机写作。"
1764,3521,"在这里，教师的任务就是要依据自己
的指导途径和方法等，进而引起学生的内在动机，形成外在动机和内
在动机的一致。"
1765,3526,"(二) 具有写作材料
不论写什么文章，材料都是个前提。"
1766,3526,写作的材料有了，作文就容
1767,3528,易了。
1768,3528,"比如学生外出旅行，接触到美好的风景和事物，想写出来告诉
父母亲朋，就比较容易写。"
1769,3528,"再比如看过有趣的电影，写篇感想文，也
比较的会轻松地写出来。"
1770,3528,这就是因为没有遇到材料缺乏的问题。
1771,3528,"可
是，如果写 “我的理想” 或 “什么是幸福” 之类的题目，而手头缺
少材料，就不会简单地写出来。"
1772,3528,"写文章，材料充足，写两三篇也可
以。"
1773,3528,所以，材料的有无，实在是构成作文前提的大事。
1774,3536,"(三) 具有表达能力
有一定的与文章相应的表达力，也是作文的一种前提。"
1775,3536,"这同作文
的材料相比，是属于第二位问题，但也是作好文的前提，比如会写一
定量的字、 会用一定数量的词，会造必要的句子，会组成起码的段落
等，都应是存在于作文之先的。"
1776,3536,如果没有这一提。
1777,3536,"即使有了好的经
历，有了内在的动机，也是不成其为文章的。"
1778,3536,"比如即使刚参加一次野
游、 一次运动会或一次歌咏比赛，也还是写不出文章来。"
1779,3536,"或者是勉强
写出来了，比如写日记，也只能是何时起床、 何时吃饭、 何时上学、
何时回家、 何时做作业之类的现象罗列罢了。"
1780,3536,"因为，为了作成文章，
在有了材料和动机之后，就要有把相应的内容表现为文字的能力。"
1781,3546,二、 作文的基本途径
1782,3547,"作文的途径很多，但被人们特别看重的不外两条一是写和读联
结，一是写和生活联结。"
1783,3550,"(一) 作文和阅读联结
说起作文教学，首先需要说阅读的教学。"
1784,3550,"为使文章感觉敏锐化，
反复指导阅读文章是不可少的条件。"
1785,3550,"要写好文章，就要读好文章，像
“善说者必须是善听者” 一样。"
1786,3555,"作为理解活动的阅读本身，对表达活动的作文可能时时在起作
用。"
1787,3555,在这点上，研究读和写的关系问题是重要的。
1788,3555,"也就是指导读文章
时，也要给以写作的指导。"
1789,3555,"比如作文指导如不和读的段落指导相关
联，大概构思文章就不大可能。"
1790,3555,"在教学中，指导阅读时，应从作文教
学的观点进行文章表达的分析、 鉴赏，或追求写作过程中的体验，从
而使学生了解作文的基础知识或技能，使读的指导同时有益于写的指
导。"
1791,3555,"这不仅是必要的，而且是可能的，并且是最有效的写作指导途
径。"
1792,3555,这就要求在阅读指导中，时时想到写，时时布置写的作业。
1793,3555,"比如
阅读一篇课文，布置写课文要点、 写感想或批评文字，就是在阅读过
程组织书写作业。"
1794,3555,"这是在阅读过程中使作文能力得到发展的一种途
径。"
1795,3555,只是这样的时机，需要自觉地加以利用。
1796,3555,"如果漫不经心，也是不
会自然而然地得到写作的启示和切实训练的。"
1797,3569,"为了进行和阅读相关联的写作指导，有必要对教科书中的课文作
一总的检查，看看有哪些课文包含着利用写作训练的内容，以及如何
在各种不同情况下分别给以利用。"
1798,3573,"利用教材的内容进行表达活动训练，论性质可区分为如下两
大类:"
1799,3575,"1. 以教材为基础，进行创造性地表达活动。 即学生想写的内容
是由读课文而引起的，进而把思考的结果写为文章。"
1800,3575,"比如 (1) 读后
的感想和意见 (评价、 赏); (2) 读后的联想和想象; (3) 续写，把
课文中的故事继续下去; (4) 扩写，就一个情节、 一个场面展开想
象; (5) 仿写; (6) 以主人公或作者为对象写信; (7) 对课文说明、
评论的事物的疑问。"
1801,3582,"这些都是基于学习者创造性思考的表达活动，是和阅读密切关
联的。"
1802,3584,"2. 和阅读课文紧密联结的表达活动，比如 (1) 抄写; (2) 摘
录; (3) 写提要、 缩写; (4) 改写。"
1803,3584,这种表达活动的内容已在课文
1804,3586,之中，并不是基于学生的创造性想象。
1805,3586,"这类表达活动是较容易的，也
是切实有效的。"
1806,3590,"上面两种依据教科书中的课文进行的表达活动，都具有打基础的
性质，教师都应在指导上下功夫。"
1807,3593,"(二) 作文和生活联结
作文和生活联结，就是指导学生观察生活和联想事物。"
1808,3595,让学生靠自己的观察表达事物，是作文教学中的一条基本途径。
1809,3596,这条途径在低年级写作训练的初级阶段尤应重视。
1810,3596,"我们认为只有引导
学生去描述、 解释所见到的实物，才会让他们学会写作。"
1811,3596,"有的教育家
提醒教师不要以为学生能通过间接描写学会写作，而考查学生描述客
观事物能力的考试法，会使学生 “以严肃认真的态度要求自己，学会
正确地运用语言”。"
1812,3602,指导学生观察和调查，是人们较普遍地采取的方法。
1813,3602,"学生常说没
有可写的，实际上是有可写的，仅仅观察自己和自己的就有许多可写
的。"
1814,3602,"比如写自己就可写特长、 性格、 外貌、 思想等写自己的生活，就
有家庭生活、 学校生活和社会生活可写。"
1815,3607,"为使作文和现实生活联结，要尽量把学生处于一种非写不可的情
境中，例如本地召开体育大会，便叫学生为外地运动员观者、 记者等
写本地导游书，而且要写出个性、 特点。"
1816,3607,"假如本地发生水荒，便组织
学生调查，写出调查报告，然后发出节约用水的呼吁书等等。"
1817,3607,"指导学
生写作记录性文章、 报告、 感想文章等，都可使作文和学生和生活联
结起来。"
1818,3607,调查报告，尽量结合人们关心的现实生活中的实际问题。
1819,3607,"如
水质污染、 自然的保护等，都可成为学生作文的对象。"
1820,3607,"其他调查如生
活中的成语的调查、 父母家乡方言的调查、 流行语的调查、 名作中句
子长度的调查、 特大新闻的调查、 汉字使用频率的调查等都是结合生
活的好题目。"
1821,3607,和调查报告有关联的是访问记。
1822,3607,访问包括校外人士和校
1823,3617,内老师。
1824,3617,"如访爱好美术的老师谈美术; 访善于滑冰的老师谈滑冰的技
巧; 访学习气功的老师谈学气功的体验; 访照相的名手某老师谈照相
的技术; 访出外旅行的老师谈观感; 访善讲故事的老师谈如何讲故事
等等。"
1825,3617,"上述作文符合学生的生活，使他们感兴趣，有东西可写，也是
未来生活实际需要的应用写作训练。"
1826,3624,当然，还要采用指导学生展开联想的方法。
1827,3624,"引导学生回忆起以前
做过、 听过和看过的事。"
1828,3624,"包括在书本中和影像中得到的间接经验，也
是写作结合生活的重要内容。"
1829,3628,"三、 作文教学的方法要点
作文教学的方法，即使从大的方面也可以列举很多。"
1830,3628,"这里只能提
到我们看来至关重要的两点。"
1831,3632,"(一) 培养读者意识
所谓读者意识，就是在写作时要在心目中有个假设读者，也就是
要预先想到读者是谁。"
1832,3632,"任何文章都有读者在，就是好像没有读者的日
记，其实也有作者自己为读者，即是说即使独白式的日记，作为读者
对象的自己，也是写前意识到了的。"
1833,3632,"所以要特别注意培养读者意识，
是因为:"
1834,3638,"第一，写作时不像说话时有个听者在眼前，从而会忘记对象的存
在，而感觉不到对方的制约。"
1835,3638,"所以作文指导时，首先要引导学生明确
所朝向的对方，即是明确是给谁写的，包括预想到的具体的场面。"
1836,3642,"在现实社会中，本是要面对各种各样的对象来写文章的，可是对
学生特别是低年级学生来说，由于常常并未处于有实际对象的环境
中，因而要他们意识到对象有时是不无困难的。"
1837,3642,"对学生来说，倒是经
常以教师为对象，或者是以一般读者为对象。"
1838,3642,在这种情况下，有时就
1839,3646,"暂且以教师为对象也好，这也可以是作文教学初期不得已要取的方
法。"
1840,3646,以后会随着生活范围的扩大，逐渐扩大对象范围。
1841,3646,"可以先从个人
开始，然后扩大到朋友们，再进而扩大到社会上的多数人。"
1842,3651,"如同一人对多数人说话 (独白) 时，把听众中某人作为对象，就
会使表达的内容更富有生气一样，以一般人为对象的文章，如果把读
者中某一人作为对象，也会使表达更为多彩。"
